ASLLEXcode,NewFileName,EntryID,Cantonese_Filtered,Cantonese ,cantonese_orig,Frank's Note,Grace's Note
HKSL_lesson_only22,HKSL_lesson_only22-REST-0JOH-481,rest,休息,休息,休息,,
HKSL_lesson_only220,HKSL_lesson_only220-TWICE-0KB9-690,twice,兩次,兩次,兩次,,
HKSL_lesson_only221,HKSL_lesson_only221-MANY_TIMES-0MBT-691,many_times,好多次,好多次,多次,,
HKSL_lesson_only222,HKSL_lesson_only222-RECENTLY-0PO0-692,recently,最近,最近,最近,,
HKSL_lesson_only223,HKSL_lesson_only223-COMPETITION-0QUK-693,competition,比賽,比賽,比賽,,
HKSL_lesson_only224,HKSL_lesson_only224-PARTICIPATE-0KU3-694,participate,參加,參加,參加,,
HKSL_lesson_only225,HKSL_lesson_only225-GOOD_AT-0V5U-695,good_at,精於,精於,精於,,
HKSL_lesson_only226,HKSL_lesson_only226-GET_TOGETHER-15M6-696,get_together,集合,集合,集合,,
HKSL_lesson_only227,HKSL_lesson_only227-SCATTER-12F3-697,scatter,解散,解散,解散,,
HKSL_lesson_only228,HKSL_lesson_only228-WELL_BEHAVED-0JIM-698,well_behaved,乖,乖,乖,,
HKSL_lesson_only229,HKSL_lesson_only229-NAUGHTY-160H-699,naughty,頑皮,頑皮,頑皮,,
HKSL_lesson_only23,HKSL_lesson_only23-WC-0NM1-482,WC,廁所,廁所,廁所,,
HKSL_lesson_only23,HKSL_lesson_only23-^WC2-0NM1-483,^WC2,廁所,廁所_2,廁所,,
HKSL_lesson_only230,HKSL_lesson_only230-KINDERGARTEN-0NJS-700,kindergarten,幼稚園,幼稚園,幼稚園,,
HKSL_lesson_only230,HKSL_lesson_only230-^KINDERGARTEN2-0NJS-701,^kindergarten2,幼稚園,幼稚園_2,幼稚園,,
HKSL_lesson_only231,HKSL_lesson_only231-PRIMARY_SCHOOL-0N0F-702,primary_school,小學,小學,小學,,
HKSL_lesson_only232,HKSL_lesson_only232-COMMUNITY_COLLEGE-0M97-703,community_college,大專,大專,大專,,
HKSL_lesson_only233,HKSL_lesson_only233-YEAR_1-0JG0-704,year_1,一年級,一年級,一年級,,
HKSL_lesson_only234,HKSL_lesson_only234-FORM2_SCHOOL-0JHD-705,form2_school,中二,中二,中二,,
HKSL_lesson_only235,HKSL_lesson_only235-STUDY-0MRO-706,study,學習,學習,學習,,
HKSL_lesson_only236,HKSL_lesson_only236-TEST-0RHC-707,test,測驗/考試,測驗/考試,考試,,chose 1st opt
HKSL_lesson_only237,HKSL_lesson_only237-DIPLOMA-0PC7-708,diploma,文憑,文憑,文憑,,
HKSL_lesson_only238,HKSL_lesson_only238-PROFESSIONAL-0N08-710,professional,專業,專業,專業,,
HKSL_lesson_only239,HKSL_lesson_only239-TRAINING-12GJ-711,training,訓練/培訓,訓練/培訓,訓練,,chose 2nd opt
HKSL_lesson_only24,HKSL_lesson_only24-TEACH-0PAP-484,teach,教,教,教,,
HKSL_lesson_only240,HKSL_lesson_only240-TIE_GAME-0OIJ-712,tie_game,打和,打和,平手,,written chinese
HKSL_lesson_only241,HKSL_lesson_only241-GIVE_UP-0P9U-713,give_up,放棄,放棄,放棄,,
HKSL_lesson_only242,HKSL_lesson_only242-MATH-0PBO-714,math,數學,數學,數學,,
HKSL_lesson_only243,HKSL_lesson_only243-SCIENCE-0UEH-715,science,科學,科學,科學,,
HKSL_lesson_only244,HKSL_lesson_only244-HISTORY-0QRN-716,history,歷史,歷史,歷史,,
HKSL_lesson_only245,HKSL_lesson_only245-PHYSICAL_EDUCATION-16MK-717,physical_education,體育,體育,體育,,
HKSL_lesson_only246,HKSL_lesson_only246-MUSIC-15VJ-718,music,音樂,音樂,音樂,,
HKSL_lesson_only247,HKSL_lesson_only247-PERFORM-1238-719,perform,表演,表演,表演,,
HKSL_lesson_only248,HKSL_lesson_only248-BACHELOR_DEGREE-0MRO-720,bachelor_degree,學士,學士,學士,,
HKSL_lesson_only249,HKSL_lesson_only249-MASTER_DEGREE-0U59-721,master_degree,碩士,碩士,碩士,,
HKSL_lesson_only25,HKSL_lesson_only25-FORGET-0NUO-485,forget,忘記,忘記,忘記,,
HKSL_lesson_only250,HKSL_lesson_only250-DOCTORAL_DEGREE-0KQQ-722,doctoral_degree,博士,博士,博士,,
HKSL_lesson_only251,HKSL_lesson_only251-SKILL-0OK0-723,skill,技術,技術,技術,,
HKSL_lesson_only252,HKSL_lesson_only252-REBEL-0KUD-724,rebel,反叛,反叛,反叛,,
HKSL_lesson_only253,HKSL_lesson_only253-IGNORANCE-0S91-725,ignorance,無知,無知,無知,,
HKSL_lesson_only254,HKSL_lesson_only254-FIRST_PLACE-0UPC-726,first_place,第一名,第一名,第一名,,
HKSL_lesson_only255,HKSL_lesson_only255-FAMOUS-0KFQ-727,famous,出名,出名,出名,,
HKSL_lesson_only255,HKSL_lesson_only255-^FAMOUS_2-0KFQ-728,^famous_2,出名,出名_2,出名,,
HKSL_lesson_only256,HKSL_lesson_only256-VEGETABLES-10US-729,vegetables,菜,菜,菜,,
HKSL_lesson_only257,HKSL_lesson_only257-MELON-0T6S-730,melon,瓜,瓜,瓜,,
HKSL_lesson_only258,HKSL_lesson_only258-MEAT-1049-731,meat,肉,肉,肉,,
HKSL_lesson_only259,HKSL_lesson_only259-SKIN-0TLE-732,skin,皮,皮,皮,,
HKSL_lesson_only26,HKSL_lesson_only26-FRIEND-0POB-486,friend,朋友,朋友,朋友,,
HKSL_lesson_only260,HKSL_lesson_only260-SWEET-0T8S-733,sweet,甜,甜,甜,,
HKSL_lesson_only261,HKSL_lesson_only261-SOUR-14BO-734,sour,酸,酸,酸,,
HKSL_lesson_only262,HKSL_lesson_only262-BITTER-10N6-735,bitter,苦,苦,苦,,
HKSL_lesson_only263,HKSL_lesson_only263-SPICY-13T3-736,spicy,辣,辣,辣,,
HKSL_lesson_only264,HKSL_lesson_only264-SALTY-17JP-737,salty,鹹,鹹,鹹,,
HKSL_lesson_only265,HKSL_lesson_only265-OIL-0R5P-738,oil,油,油,油,,
HKSL_lesson_only266,HKSL_lesson_only266-FRAGRANT-16CP-739,fragrant,香,香,香,,
HKSL_lesson_only267,HKSL_lesson_only267-STINKY-10FD-740,stinky,臭,臭,臭,,
HKSL_lesson_only268,HKSL_lesson_only268-RICE-167F-741,rice,飯,飯,飯,,
HKSL_lesson_only269,HKSL_lesson_only269-NOODLE-17LL-742,noodle,麵,麵,麵,,
HKSL_lesson_only27,HKSL_lesson_only27-DATING-0OMD-487,dating,拍拖,拍拖,拍拖,,
HKSL_lesson_only270,HKSL_lesson_only270-CONGEE-0V55-743,congee,粥,粥,粥,,
HKSL_lesson_only271,HKSL_lesson_only271-BREAD-17LL-744,bread,麵包,麵包,麵包,,
HKSL_lesson_only272,HKSL_lesson_only272-SANDWICH-0JG9-745,sandwich,三文治,三文治,三文治,,
HKSL_lesson_only272,HKSL_lesson_only272-^SANDWICH_2-0JG9-746,^sandwich_2,三文治,三文治_2,三文治,,
HKSL_lesson_only273,HKSL_lesson_only273-EGG-11MB-747,egg,蛋,蛋,蛋,,
HKSL_lesson_only274,HKSL_lesson_only274-TASTES_BAD-0JGD-748,tastes_bad,不好味,不好味,不好吃,,written chinese
HKSL_lesson_only275,HKSL_lesson_only275-SOUP-0RJF-749,soup,湯,湯,湯,,
HKSL_lesson_only276,HKSL_lesson_only276-THIRSTY-0RHK-750,thirsty,渴,渴,渴,,
HKSL_lesson_only277,HKSL_lesson_only277-SODA-0R3T-751,soda,汽水,汽水,汽水,,
HKSL_lesson_only278,HKSL_lesson_only278-ALCOHOL-14AI-752,alcohol,酒,酒,酒,,
HKSL_lesson_only279,HKSL_lesson_only279-MILK_TEA-0MBM-753,milk_tea,奶茶,奶茶,奶茶,,
HKSL_lesson_only28,HKSL_lesson_only28-MARRIAGE-0VAG-488,marriage,結婚,結婚,結婚,,
HKSL_lesson_only280,HKSL_lesson_only280-COFFEE-0L4M-754,coffee,咖啡,咖啡,咖啡,,
HKSL_lesson_only281,HKSL_lesson_only281-RESTAURANT-168G-755,restaurant,餐廳,餐廳,餐廳,,
HKSL_lesson_only282,HKSL_lesson_only282-CHINESE_RESTAURANT-14AI-756,chinese_restaurant,酒樓,酒樓,酒樓,,
HKSL_lesson_only283,HKSL_lesson_only283-DAI_PAI_DONG-0M97-757,dai_pai_dong,大排檔,大排檔,大排檔,,
HKSL_lesson_only284,HKSL_lesson_only284-BANANA-16CP-758,banana,香蕉,香蕉,香蕉,,
HKSL_lesson_only285,HKSL_lesson_only285-APPLE-11GB-759,apple,蘋果,蘋果,蘋果,,
HKSL_lesson_only286,HKSL_lesson_only286-PEAR-0Q58-760,pear,梨,梨,梨,,
HKSL_lesson_only287,HKSL_lesson_only287-WATERMELON-12BV-761,watermelon,西瓜,西瓜,西瓜,,
HKSL_lesson_only288,HKSL_lesson_only288-CHICKEN-15MU-762,chicken,雞,雞,雞,,
HKSL_lesson_only289,HKSL_lesson_only289-DUCK-1798-763,duck,鴨,鴨,鴨,,
HKSL_lesson_only29,HKSL_lesson_only29-BIRTH-0KFQ-489,birth,出生,出生,出生,,
HKSL_lesson_only290,HKSL_lesson_only290-GOOSE-17AT-764,goose,鵝,鵝,鵝,,
HKSL_lesson_only291,HKSL_lesson_only291-FISH-16QQ-765,fish,魚,魚,魚,,
HKSL_lesson_only292,HKSL_lesson_only292-SHRIMP-11R6-766,shrimp,蝦,蝦,蝦,,
HKSL_lesson_only293,HKSL_lesson_only293-CRAB-11VP-767,crab,蟹,蟹,蟹,,
HKSL_lesson_only293,HKSL_lesson_only293-CRAB_2-11VP-768,crab_2,蟹,蟹_2,蟹,,
HKSL_lesson_only294,HKSL_lesson_only294-CLAM-11O6-769,clam,蜆,蜆,蜆,,
HKSL_lesson_only295,HKSL_lesson_only295-COW-0SIR-770,cow,牛,牛,牛,,
HKSL_lesson_only296,HKSL_lesson_only296-PIG-133C-771,pig,豬,豬,豬,,
HKSL_lesson_only297,HKSL_lesson_only297-SHEEP-0VSA-772,sheep,羊,羊,羊,,
HKSL_lesson_only298,HKSL_lesson_only298-SNAKE-11M7-773,snake,蛇,蛇,蛇,,
HKSL_lesson_only299,HKSL_lesson_only299-MONKEY-0SPK-774,monkey,猴,猴,猴,,
HKSL_lesson_only3,HKSL_lesson_only3-HELLO-0JR0-461,hello,你好,你好,你好,,
HKSL_lesson_only30,HKSL_lesson_only30-BABY-0MPG-490,baby,嬰兒,嬰兒,嬰兒,,
HKSL_lesson_only30,HKSL_lesson_only30-^BABY2-0MPG-491,^baby2,嬰兒,嬰兒_2,嬰兒,,
HKSL_lesson_only30,HKSL_lesson_only30-^BABY3-0MPG-492,^baby3,嬰兒,嬰兒_3,嬰兒,,
HKSL_lesson_only300,HKSL_lesson_only300-DOG-0SMN-775,dog,狗,狗,狗,,
HKSL_lesson_only301,HKSL_lesson_only301-HORSE-16DC-776,horse,馬,馬,馬,,
HKSL_lesson_only302,HKSL_lesson_only302-LION-0SQ5-777,lion,獅子,獅子,獅子,,
HKSL_lesson_only303,HKSL_lesson_only303-TIGER-11IE-778,tiger,虎,虎,虎,,
HKSL_lesson_only304,HKSL_lesson_only304-MOUSE-17P0-779,mouse,鼠,鼠,鼠,,
HKSL_lesson_only305,HKSL_lesson_only305-DRAGON-17SD-780,dragon,龍,龍,龍,,
HKSL_lesson_only306,HKSL_lesson_only306-PATIENT-100G-781,patient,耐性,耐性,耐性,,
HKSL_lesson_only307,HKSL_lesson_only307-CONSERVATIVE-0JUT-782,conservative,保守,保守,保守,,
HKSL_lesson_only308,HKSL_lesson_only308-HELP-0NJB-783,help,幫助,幫助,幫助,,
HKSL_lesson_only309,HKSL_lesson_only309-ENTHUSIASTIC-0SDH-784,enthusiastic,熱心,熱心,熱心,,
HKSL_lesson_only31,HKSL_lesson_only31-GROW_UP-0OGG-493,grow_up,成長,成長,成長,,
HKSL_lesson_only310,HKSL_lesson_only310-FACE-15R2-785,face,面子,面子,面子,,
HKSL_lesson_only311,HKSL_lesson_only311-UNRELIABLE-0KRO-786,unreliable,卸責,卸責,卸責,,
HKSL_lesson_only312,HKSL_lesson_only312-CLEVER-103G-787,clever,聰明,聰明,聰明,,
HKSL_lesson_only313,HKSL_lesson_only313-DISLIKE-12GE-788,dislike,討厭,討厭,討厭,,
HKSL_lesson_only314,HKSL_lesson_only314-CHERISH-0O8R-789,cherish,愛惜,愛惜,愛惜,,
HKSL_lesson_only315,HKSL_lesson_only315-CREATIVE-0KJL-790,creative,創作力,創作力,創作力,,
HKSL_lesson_only316,HKSL_lesson_only316-CONFUSED-0V6A-791,confused,糊塗,糊塗,糊塗,,
HKSL_lesson_only317,HKSL_lesson_only317-EXCITED-10G8-792,excited,興奮,興奮,興奮,,
HKSL_lesson_only318,HKSL_lesson_only318-PERSISTENT-0M05-793,persistent,堅持,堅持,堅持,,
HKSL_lesson_only319,HKSL_lesson_only319-HUMBLE-0N28-794,humble,屈就,屈就,屈就,,
HKSL_lesson_only32,HKSL_lesson_only32-TEENAGE-15QI-494,teenage,青年,青年,青年,,
HKSL_lesson_only320,HKSL_lesson_only320-TOLERANT-0NUD-795,tolerant,忍讓,忍讓,忍讓,,
HKSL_lesson_only321,HKSL_lesson_only321-JUSTICE-0KBC-796,justice,公正,公正,公正,,
HKSL_lesson_only322,HKSL_lesson_only322-PERFECT-0MSC-797,perfect,完美,完美,完美,,
HKSL_lesson_only323,HKSL_lesson_only323-BROWN_NOSE-0OMD-798,brown_nose,拍馬屁,拍馬屁,拍馬屁,,
HKSL_lesson_only324,HKSL_lesson_only324-BULLY-0QPQ-799,bully,欺侮,欺侮,欺侮,,
HKSL_lesson_only325,HKSL_lesson_only325-RELY-0JST-800,rely,依靠,依靠,依靠,,
HKSL_lesson_only326,HKSL_lesson_only326-FEROCIOUS-0KA7-801,ferocious,兇惡,兇惡,兇惡,,
HKSL_lesson_only327,HKSL_lesson_only327-NERVOUS-0VEA-802,nervous,緊張,緊張,緊張,,
HKSL_lesson_only328,HKSL_lesson_only328-KIND-0LC4-803,kind,善良,善良,善良,,
HKSL_lesson_only329,HKSL_lesson_only329-WICKED-17MH-804,wicked,黑心,黑心,黑心,,
HKSL_lesson_only33,HKSL_lesson_only33-ADULT-0OGG-495,adult,成人,成人,成人,,
HKSL_lesson_only330,HKSL_lesson_only330-MAKE_FUN-0KUM-805,make_fun,取笑,取笑,取笑,,
HKSL_lesson_only331,HKSL_lesson_only331-SLANDER-0JHD-806,slander,中傷,中傷,中傷,,
HKSL_lesson_only332,HKSL_lesson_only332-FAKE-11IR-807,fake,虛偽,虛偽,虛偽,,
HKSL_lesson_only333,HKSL_lesson_only333-SELFISH-10FA-808,selfish,自私,自私,自私,,
HKSL_lesson_only334,HKSL_lesson_only334-SUPPORT-0P9F-809,support,支持,支持,支持,,
HKSL_lesson_only335,HKSL_lesson_only335-VERNACULAR_SIGN-10FA-810,vernacular_sign,自然手語,自然手語,自然手語,,
HKSL_lesson_only336,HKSL_lesson_only336-TRANSLATE-0VVR-811,translate,翻譯,翻譯,翻譯,,
HKSL_lesson_only337,HKSL_lesson_only337-LIP-READ-0L87-812,lip-read,唇讀,唇讀,讀唇,,reverse
HKSL_lesson_only338,HKSL_lesson_only338-SOUND-103I-813,sound,聲音,聲音,聲音,,
HKSL_lesson_only339,HKSL_lesson_only339-INAUDIBLE-103T-814,inaudible,聽不到,聽不到,聽不到,,
HKSL_lesson_only34,HKSL_lesson_only34-ELDER-0NJK-496,elder,年老,年老,年老,,
HKSL_lesson_only340,HKSL_lesson_only340-PRONOUNCE-0TJS-815,pronounce,發音,發音,發音,,
HKSL_lesson_only341,HKSL_lesson_only341-SPEAK-12LA-816,speak,說話,說話,說話,,
HKSL_lesson_only342,HKSL_lesson_only342-EMOTIONS-1238-817,emotions,表情,表情,表情,,
HKSL_lesson_only343,HKSL_lesson_only343-SMOOTH-0RA1-818,smooth,流暢,流暢,流暢,,
HKSL_lesson_only344,HKSL_lesson_only344-IMPACT-0NRH-819,impact,影響,影響,影響,,
HKSL_lesson_only345,HKSL_lesson_only345-CLEAR-0RG5-820,clear,清楚,清楚,清楚,,
HKSL_lesson_only346,HKSL_lesson_only346-COMFORTABLE-10GI-821,comfortable,舒服,舒服,舒服,,
HKSL_lesson_only347,HKSL_lesson_only347-FUZZY-0TU7-822,fuzzy,矇查查,矇查查,,,不清楚?
HKSL_lesson_only348,HKSL_lesson_only348-ACTIVE-0JHR-823,active,主動,主動,主動,,
HKSL_lesson_only349,HKSL_lesson_only349-PASSIVE-125B-824,passive,被動,被動,被動,,
HKSL_lesson_only35,HKSL_lesson_only35-SIBLING-0KA4-497,sibling,兄弟姐妹,兄弟姐妹,兄弟姐妹,,
HKSL_lesson_only350,HKSL_lesson_only350-DIFFERENCE-0NFE-825,difference,差異,差異,差異,,
HKSL_lesson_only351,HKSL_lesson_only351-SUPERFICIAL-1238-826,superficial,表面,表面,表面,,
HKSL_lesson_only352,HKSL_lesson_only352-SUBSTANTIAL-0KB7-827,substantial,內涵,內涵,內涵,,
HKSL_lesson_only353,HKSL_lesson_only353-APPROPRIATE-1439-828,appropriate,適合,適合,適合,,
HKSL_lesson_only354,HKSL_lesson_only354-CHANGE-0P9P-829,change,改變,改變,改變,,
HKSL_lesson_only355,HKSL_lesson_only355-EMPLOY-0OMR-830,employ,招聘/聘用,招聘/聘用,招聘,,chose 1st opt
HKSL_lesson_only356,HKSL_lesson_only356-INTERVIEW-15R2-831,interview,面試,面試,面試,,
HKSL_lesson_only357,HKSL_lesson_only357-INFORMATION-1367-832,information,資料,資料,資料,,
HKSL_lesson_only358,HKSL_lesson_only358-CONTRACT-0L08-833,contract,合約,合約,合約,,
HKSL_lesson_only359,HKSL_lesson_only359-INCOME-0P9M-834,income,收入,收入,收入,,
HKSL_lesson_only36,HKSL_lesson_only36-RELATIVE-12DA-498,relative,親戚,親戚,親戚,,
HKSL_lesson_only360,HKSL_lesson_only360-WELFARE-0UCF-835,welfare,福利,福利,福利,,
HKSL_lesson_only361,HKSL_lesson_only361-ANNUAL_LEAVE-0NJK-836,annual_leave,年假,年假,年假,,
HKSL_lesson_only362,HKSL_lesson_only362-LEAVE_OF_ABSENCE-0JKB-837,leave_of_absence,事假,事假,事假,,
HKSL_lesson_only363,HKSL_lesson_only363-SICK_LEAVE-0TE5-838,sick_leave,病假,病假,病假,,
HKSL_lesson_only364,HKSL_lesson_only364-TAKE_LEAVE-12MB-839,take_leave,請假,請假,請假,,
HKSL_lesson_only365,HKSL_lesson_only365-MANDATORY_PROVIDENT_FUND-0NPN-840,mandatory_provident_fund,強積金,強積金,強積金,,
HKSL_lesson_only366,HKSL_lesson_only366-PAY_SALARY-0KFQ-841,pay_salary,出糧,出糧,出糧,,
HKSL_lesson_only367,HKSL_lesson_only367-SUBSIDY-0R95-842,subsidy,津貼,津貼,津貼,,
HKSL_lesson_only368,HKSL_lesson_only368-BONUS-10LH-843,bonus,花紅,花紅,花紅,,
HKSL_lesson_only369,HKSL_lesson_only369-END_OF_YEAR_BONUS-15MP-844,end_of_year_bonus,雙糧,雙糧,雙糧,,
HKSL_lesson_only37,HKSL_lesson_only37-TEACHER-1001-499,teacher,老師,老師,老師,,
HKSL_lesson_only370,HKSL_lesson_only370-COMMISSION-0JR3-845,commission,佣金,佣金,佣金,,
HKSL_lesson_only371,HKSL_lesson_only371-TRAVEL_ALLOWANCE-0JL4-846,travel_allowance,交通津貼,交通津貼,交通津貼,,
HKSL_lesson_only372,HKSL_lesson_only372-MEAL_ALLOWANCE-10DJ-847,meal_allowance,膳食津貼,膳食津貼,膳食津貼,,
HKSL_lesson_only373,HKSL_lesson_only373-DENTAL-0SIP-848,dental,牙科,牙科,牙科,,
HKSL_lesson_only374,HKSL_lesson_only374-HEALTHCARE-14DB-849,healthcare,醫療,醫療,醫療,,
HKSL_lesson_only375,HKSL_lesson_only375-PUTONGHUA-0PJE-850,putonghua,普通話,普通話,普通話,,
HKSL_lesson_only376,HKSL_lesson_only376-CANTONESE-0V5L-851,cantonese,粵語,粵語,粵語,,
HKSL_lesson_only377,HKSL_lesson_only377-SHIFT_WORK-13PA-852,shift_work,輪班,輪班,輪班,,
HKSL_lesson_only378,HKSL_lesson_only378-DAY_OFF_ROTATION-13PA-853,day_off_rotation,輪休,輪休,輪休,,
HKSL_lesson_only379,HKSL_lesson_only379-EXPERIENCE-0VCJ-854,experience,經驗,經驗,經驗,,
HKSL_lesson_only38,HKSL_lesson_only38-STUDENT-0MRO-500,student,學生,學生,學生,,
HKSL_lesson_only380,HKSL_lesson_only380-OPPORTUNITY-0QIV-855,opportunity,機會,機會,機會,,
HKSL_lesson_only381,HKSL_lesson_only381-COLLABORATION-0L08-856,collaboration,合作,合作,合作,,
HKSL_lesson_only382,HKSL_lesson_only382-BREAK_CONTRACT-0QU0-857,break_contract,毀約,毀約,毀約,,
HKSL_lesson_only383,HKSL_lesson_only383-RESIGN-13TD-858,resign,辭職,辭職,辭職,,
HKSL_lesson_only384,HKSL_lesson_only384-DISMISS-12F3-859,dismiss,解僱,解僱,解僱,,
HKSL_lesson_only384,HKSL_lesson_only384-^DISMISS_2-12F3-860,^dismiss_2,解僱,解僱_2,解僱,,
HKSL_lesson_only385,HKSL_lesson_only385-RETIRE-1400-861,retire,退休,退休,退休,,
HKSL_lesson_only386,HKSL_lesson_only386-SEND_LETTER-0MU4-862,send_letter,寄信,寄信,寄信,,
HKSL_lesson_only387,HKSL_lesson_only387-PRESSURE-0M6J-863,pressure,壓力,壓力,壓力,,
HKSL_lesson_only388,HKSL_lesson_only388-OVERTIME-0KL0-864,overtime,加班,加班,加班,,
HKSL_lesson_only389,HKSL_lesson_only389-SELECTIVE_PLACEMENT_DIVISION-0N2L-865,Selective_Placement_Division,展能就業科,展能就業科,展能就業科,,
HKSL_lesson_only39,HKSL_lesson_only39-CLASSMATE-0L0C-501,classmate,同學,同學,同學,,
HKSL_lesson_only390,HKSL_lesson_only390-ESTABLISH-0OGG-866,establish,成立,成立,成立,,
HKSL_lesson_only391,HKSL_lesson_only391-CLOSE_DOWN-0K0I-867,close_down,倒閉,倒閉,倒閉,,
HKSL_lesson_only392,HKSL_lesson_only392-STILL-0JMD-868,still,仍然/依然,仍然/依然,仍然,,chose 1st opt
HKSL_lesson_only393,HKSL_lesson_only393-USED_TO_BE-0PPC-869,used_to_be,本來,本來,本來,,
HKSL_lesson_only394,HKSL_lesson_only394-BUT-0JQ6-870,but,但是,但是,但是,,
HKSL_lesson_only395,HKSL_lesson_only395-WANT-0O7J-871,want,想,想,想,,
HKSL_lesson_only396,HKSL_lesson_only396-TIME-0KA9-872,time,光陰,光陰,光陰,,
HKSL_lesson_only397,HKSL_lesson_only397-AN_INSTANT-0NQ8-873,an_instant,彈指間,彈指間,瞬間,,synonym
HKSL_lesson_only398,HKSL_lesson_only398-SUDDENLY-0NVT-874,suddenly,忽然,忽然,忽然,,
HKSL_lesson_only399,HKSL_lesson_only399-TEMPORARILY-0PLB-875,temporarily,暫時,暫時,暫時,,
HKSL_lesson_only4,HKSL_lesson_only4-DEAF-103U-462,deaf,聾人,聾人,聾人,,
HKSL_lesson_only40,HKSL_lesson_only40-COLLEAGUE-0L0C-502,colleague,同事,同事,同事,,
HKSL_lesson_only400,HKSL_lesson_only400-NEXT_TIME-0JGB-876,next_time,下次,下次,下次,,
HKSL_lesson_only401,HKSL_lesson_only401-FOREVER-0R1O-877,forever,永遠,永遠,永遠,,
HKSL_lesson_only402,HKSL_lesson_only402-FOR_A_LONG_TIME-0NS8-878,for_a_long_time,很久,很久,很久,,
HKSL_lesson_only403,HKSL_lesson_only403-DUSK-17M3-879,dusk,黃昏,黃昏,黃昏,,
HKSL_lesson_only404,HKSL_lesson_only404-DAWN-0RG5-880,dawn,清晨,清晨,清晨,,
HKSL_lesson_only405,HKSL_lesson_only405-DATE-0V84-881,date,約會,約會,約會,,
HKSL_lesson_only406,HKSL_lesson_only406-BEST_FRIENDS-0QRR-882,best_friends,死黨,死黨,死黨,,
HKSL_lesson_only407,HKSL_lesson_only407-CHILDHOOD-0N0F-883,childhood,小時候,小時候,小時候,,
HKSL_lesson_only408,HKSL_lesson_only408-EXCHANGE-0JL4-884,exchange,交換,交換,交換,,
HKSL_lesson_only409,HKSL_lesson_only409-CONTACT-103F-885,contact,聯絡,聯絡,聯絡,,
HKSL_lesson_only41,HKSL_lesson_only41-NOT_YET-0N0Q-503,not_yet,尚未,尚未,尚未,,
HKSL_lesson_only410,HKSL_lesson_only410-SQUARE-0PDP-886,square,方,方,方,,
HKSL_lesson_only411,HKSL_lesson_only411-ROUND-0LOJ-887,round,圓,圓,圓,,
HKSL_lesson_only412,HKSL_lesson_only412-CURVED-0NQE-888,curved,彎,彎,彎,,
HKSL_lesson_only413,HKSL_lesson_only413-STRAIGHT-0TNK-889,straight,直,直,直,,
HKSL_lesson_only414,HKSL_lesson_only414-WIDE-15EA-890,wide,闊,闊,闊,,
HKSL_lesson_only415,HKSL_lesson_only415-NARROW-0UK4-891,narrow,窄,窄,窄,,
HKSL_lesson_only416,HKSL_lesson_only416-ABOVE-0JGA-892,above,上,上,上,,
HKSL_lesson_only417,HKSL_lesson_only417-BENEATH-0JGB-893,beneath,下,下,下,,
HKSL_lesson_only418,HKSL_lesson_only418-LEFT-0NF6-894,left,左,左,左,,
HKSL_lesson_only419,HKSL_lesson_only419-RIGHT-0KVJ-895,right,右,右,右,,
HKSL_lesson_only42,HKSL_lesson_only42-WHO-12LG-504,who,誰,誰,誰,,
HKSL_lesson_only420,HKSL_lesson_only420-FRONT-0KID-896,front,前,前,前,,
HKSL_lesson_only421,HKSL_lesson_only421-BACK-0NSC-897,back,後,後,後,,
HKSL_lesson_only422,HKSL_lesson_only422-INSIDE-0KB7-898,inside,內,內,內,,
HKSL_lesson_only423,HKSL_lesson_only423-OUTSIDE-0M8M-899,outside,外,外,外,,
HKSL_lesson_only424,HKSL_lesson_only424-EAST-0PRH-900,east,東,東,東,,
HKSL_lesson_only425,HKSL_lesson_only425-SOUTH-0KQN-901,south,南,南,南,,
HKSL_lesson_only426,HKSL_lesson_only426-WEST-12BV-902,west,西,西,西,,
HKSL_lesson_only427,HKSL_lesson_only427-NORTH-0KON-903,north,北,北,北,,
HKSL_lesson_only428,HKSL_lesson_only428-CENTER-0JHD-904,center,中,中,中,,
HKSL_lesson_only429,HKSL_lesson_only429-ALMOST-0NFE-905,almost,差不多,差不多,差不多,,
HKSL_lesson_only43,HKSL_lesson_only43-DATE-0PF5-505,date,日期,日期,日期,,
HKSL_lesson_only430,HKSL_lesson_only430-PARK-0KBC-906,park,公園,公園,公園,,
HKSL_lesson_only431,HKSL_lesson_only431-SWIMMING_POOL-0R7J-907,swimming_pool,泳池,泳池,泳池,,
HKSL_lesson_only432,HKSL_lesson_only432-SPORTS_GROUND-142B-908,sports_ground,運動場,運動場,運動場,,
HKSL_lesson_only433,HKSL_lesson_only433-DISNEYLAND_RESORT-13VA-909,Disneyland_Resort,迪士尼樂園,迪士尼樂園,迪士尼樂園,,
HKSL_lesson_only434,HKSL_lesson_only434-OCEAN_PARK-0RBN-910,Ocean_Park,海洋公園,海洋公園,海洋公園,,
HKSL_lesson_only435,HKSL_lesson_only435-HOSPITAL-14DB-911,hospital,醫院,醫院,醫院,,
HKSL_lesson_only436,HKSL_lesson_only436-POLICE_STATION-12R6-912,police_station,警署,警署,警署,,
HKSL_lesson_only437,HKSL_lesson_only437-STAIRCASE-0QGJ-913,staircase,樓梯,樓梯,樓梯,,
HKSL_lesson_only438,HKSL_lesson_only438-LIFT-0KQ7-914,lift,升降機,升降機,升降機,,
HKSL_lesson_only439,HKSL_lesson_only439-ESCALATOR-0OJM-915,escalator,扶手電梯,扶手電梯,扶手電梯,,
